"LOCUSTAG","GENE","EXP_70_TestInt","EXP_70_CntlInt","EXP_71_TestInt","EXP_71_CntlInt","EXP_72_TestInt","EXP_72_CntlInt","EXP_73_TestInt","EXP_73_CntlInt","EXP_74_TestInt","EXP_74_CntlInt","EXP_75_TestInt","EXP_75_CntlInt","EXP_76_TestInt","EXP_76_CntlInt","EXP_77_TestInt","EXP_77_CntlInt","EXP_78_TestInt","EXP_78_CntlInt","EXP_79_TestInt","EXP_79_CntlInt","EXP_80_TestInt","EXP_80_CntlInt","mean_exp","stdev_exp","RSD"
"b0022","insA",7362.602,2514.403,2848.526,7654.01,7062.68,15118.213,5887.747,14750.743,1074.165,1930.823,2563.679,3832.314,1628.13,2626.635,1206.824,4585.934,1447.653,1503.907,941.946,615.024,5963.733,6225.612,4515.69559090909,3670.74567027982,0.812885987636034
"b0023","rpsT",1002.926,5665.549,4879.44,1053.884,11338.954,2663.301,9796.156,1961.851,2010.028,842.773,3452.678,1464.812,1637.751,520.769,1314.228,453.827,3298.284,3071.015,2290.584,2429.595,1467.861,1594.071,2918.65168181818,2131.87294234983,0.730430751853805
"b0024","yaaY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b0025","ribF",4140.244,6176.184,7937.671,6735.176,14442.171,8890.199,11828.668,6946.16,1249.816,1218.17,3201.428,3280.045,942.272,1018.337,1013.057,1001.19,3904.711,4059.257,2179.83,2050.841,5306.335,5302.658,4673.83727272727,2820.55529972782,0.603477428747101
"b0026","ileS",2352.534,6562.364,8605.242,3315.475,16361.303,5427.229,16242.657,5150.512,1863.114,1376.224,2680.897,2061.53,1019.75,682.176,900.761,647.618,4803.932,3717.198,2118.753,1599.051,1050.602,1311.498,4084.11,3232.79816850752,0.791555116906137
"b0027","lspA",1555.864,3201.428,2679.968,1722.156,10550.326,4780.68,8104.458,4227.239,1361.046,1488.352,2874.31,2967.434,776.316,630.128,678.404,645.378,1713.82,1415.406,948.497,768.819,461.76,430.241,2453.72863636364,2035.37601769022,0.829503306733458
"b0028","fkpB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b0029","ispH",1510.698,3856.296,5367.371,1934.842,11742.891,5164.812,9974.301,4096,454.3,424.17,1668.69,1492.484,629.691,577.429,608.031,576.829,1865.698,1420.812,902.323,737.5,2981.867,2736.28,2760.15068181818,2347.07456563028,0.850342911019699
"b0030","rihC",2664.225,3071.015,5044.516,3736.573,9322.492,8924.156,8917.972,6249.391,1198.073,1036.497,2271.611,2065.822,480.536,614.598,561.834,689.784,1994.761,2401.966,1536.04,1425.251,1164.504,1011.654,3017.42140909091,2247.93294627496,0.744984754036135
"b0031","dapB",1774.258,2678.111,4807.263,6612.591,7871.921,1332.112,886.514,939.663,1339.055,662.143,1856.668,1302.89,1668.69,2061.53,1217.748,947.512,3314.326,3564.54,392.351,515.561,3563.304,4874.37,2462.86913636364,1799.43074317216,0.730623773956975
"b0032","carA",2698.609,2297.74,3357.1,3301.715,7089.656,12148.579,5928.7,10103.027,914.285,1286.736,2590.473,2842.609,556.601,887.436,522.396,768.02,548.748,886.514,406.75,1064.529,1170.979,1567.772,2860.86245454545,2892.93243932872,1.01120990096267
"b0033","carB",1961.172,1589.657,3138.806,4966.453,3391.012,5030.549,3049.802,4480.674,492.678,866.767,1978.923,3481.516,207.217,454.772,506.704,840.439,661.914,795.38,338.849,465.133,1174.638,1712.633,1890.25854545454,1366.89884378423,0.723127980069801
"b0034","caiF",2540.682,1776.719,3300.571,3525.226,4462.078,7948.682,5184.539,6365.244,1223.671,1138.564,2007.939,1989.927,578.631,648.742,861.078,864.667,1413.445,1295.237,989.119,972.8,3446.7,3867.003,2563.69381818182,1656.11547340484,0.645988012164167
"b0035","caiE",2993.256,2494.44,3970.211,4793.953,6017.715,7543.404,6667.823,7627.529,999.11,812.092,2245.779,1769.345,806.203,841.605,906.712,788.791,1302.439,1361.518,694.341,514.312,2697.673,3011.987,2766.37445454545,1909.75868119997,0.690347135783453
"b0036","caiD",3733.984,1834.918,2131.273,3464.665,4406.752,9387.335,4887.903,8834.912,1195.17,1678.55,2737.228,3409.868,546.471,730.125,696.027,933.82,1882.586,2090.308,510.052,545.524,3143.16,2691.137,2794.17127272727,2107.16755143548,0.754129702786172
"b0037","caiC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b0038","caiB",4316.062,1720.366,1959.134,3681.301,4823.953,11795.917,4551.101,11845.077,939.012,2024.009,2339.525,3758.653,571.061,1044.43,620.807,1234.747,1204.317,1148.87,455.719,400.595,3306.296,2795.712,3024.39381818182,2894.59862158596,0.957083897005883
"b0039","caiA",3298.284,1864.406,2558.354,5326.603,5953.408,14669.174,5191.731,14008.356,899.201,1373.366,2561.015,3335.067,538.201,1070.449,681.703,1183.628,693.139,717.582,530.423,449.133,3963.337,3911.483,3399.00195454545,3634.32178575694,1.06923203762704
"b0040","caiT",4833.994,1841.927,2131.273,3903.358,4411.336,10638.447,4420.519,10543.016,1437.155,2211.792,2811.258,4179.168,606.137,1155.659,621.668,1454.19,949.484,889.592,402.683,438.52,3595.558,3368.755,3038.43131818182,2552.49096455476,0.840068672699885
"b0041","fixA",1955.064,1704.343,2435.496,3313.178,6603.431,6195.479,4562.156,6349.82,1245.924,1603.49,2112.887,3224.813,595.93,737.756,702.327,881.612,417.606,417.028,324.034,393.44,3678.75,3233.767,2394.92413636364,1744.21491394408,0.728296519902476
"b0042","fixB",2885.289,1457.722,1928.148,3247.244,4370.25,8770.844,3896.6,8398.989,1028.981,1263.316,2314.524,2939.795,477.878,618.016,589.358,698.928,750.652,673.718,343.222,381.886,2615.734,2286.619,2360.80513636364,2113.33651833652,0.895176177730497
"b0043","fixC",3367.588,1512.27,2062.245,4426.651,4530.643,11148.021,5324.757,10971.704,986.038,1401.251,2195.753,2524.007,809.844,1446.65,340.97,590.789,1033.985,880.391,443.257,357.054,3493.603,3879.083,2896.66154545454,2748.17815702091,0.948739821306828
"b0044","fixX",2923.539,4160.381,5188.134,5400.959,3130.115,3600.546,2019.805,3580.636,1308.32,1257.637,2230.266,2811.258,493.703,657.342,590.175,625.558,438.217,431.884,274.945,320.682,3848.285,2924.552,2191.67904545454,1428.87931170467,0.651956459896858
"b0045","yaaU",4551.101,1758.342,2094.659,5695.078,4726.315,12498.783,4830.645,13344.892,710.652,1196.828,2271.611,3122.531,378.723,862.87,661.226,1747.407,1008.154,907.969,351.773,273.52,1220.283,909.544,2960.13209090909,3342.10343043303,1.12903861307305
"b0046","kefF",1379.089,1485.26,2889.291,2915.444,7538.177,11473.357,5984.438,8486.771,1251.984,1260.692,2456.69,2883.29,685.494,788.518,693.139,661.226,810.967,743.66,393.986,398.932,1215.218,1099.781,2613.42745454546,2713.50689099603,1.03829432352389
"b0047","kefC",3759.956,1702.572,1588.005,2569.016,3375.768,10757.088,4187.867,9661.289,1347.435,1618.005,2676.255,4034.013,520.769,1123.279,656.431,1350.708,664.673,669.76,335.461,316.486,420.949,448.356,2444.73368181818,2585.87947813086,1.05773463071352
"b0048","folA",1970.71,2664.225,4887.903,3063.574,7221.085,5800.655,6665.512,5090.177,1059.744,1045.879,1852.169,1776.719,492.507,468.531,702.084,670.224,1072.305,1328.424,484.214,577.029,3524.004,3683.854,2550.06945454545,1690.04390816567,0.662744265711349
"b0049","apaH",2892.297,3204.759,4554.257,3067.824,9361.344,11063.345,8396.079,8698.193,1177.491,1076.774,2458.393,2703.289,705.743,724.579,708.93,673.951,1292.098,1416.878,765.628,794.278,4364.195,3925.063,3364.79036363636,2680.72760244547,0.79669973838976
"b0050","apaG",1692.57,3553.438,4409.808,2052.975,10354.713,3758.653,7546.019,2995.332,1284.953,1380.045,2531.892,2603.073,705.988,437.306,779.281,524.21,1920.146,1605.715,1002.579,1022.936,3813.764,4338.558,2741.54336363636,1892.68554303613,0.690372280132635
"b0051","rsmA",4884.516,4532.213,5851.132,4394.551,14532.547,12322.437,12190.756,13038.588,1647.999,2030.332,3065.698,3779.553,874.916,1265.069,1007.106,1033.985,869.173,873.401,855.723,709.668,4118.776,4147.424,4455.70740909091,3707.33094204671,0.832040931252061
"b0052","pdxA",3005.731,4391.506,6454.099,3712.049,13644.198,16867.985,12921.626,11541.155,1575.397,938.687,2930.64,2252.014,939.012,741.858,1191.861,814.065,2510.049,2550.386,1712.039,1291.203,4434.329,3659.675,4549.07109090909,3964.82741478157,0.871568576429794
"b0053","surA",3274.366,7480.92,11055.679,4032.615,21499.269,10884.594,19728.587,7825.678,1783.506,1504.95,2255.92,2141.64,1137.775,986.38,1049.874,719.076,3473.08,3048.745,2501.365,2113.62,831.458,1452.679,5035.53527272727,4525.69471577692,0.898751467453385
"b0054","lptD",2065.106,1843.204,4341.567,4305.604,5081.364,1249.383,6376.283,3064.636,1128.742,986.038,2403.631,2252.014,1120.945,776.854,985.697,1168.952,4298.15,3812.443,454.457,495.933,2831.793,3770.395,2491.50868181818,1158.44979488213,0.464959164435563
"b0055","djlA",5253.27,3093.448,4206.778,8850.235,10219.238,10506.54,8596.299,12250.05,844.82,1200.567,2060.816,3229.287,845.699,1264.192,833.189,1006.757,972.8,1057.176,968.092,840.439,2597.666,2604.878,3786.46527272727,3262.69283033562,0.861672455795589
"b0056","b0056",3357.1,2819.063,2723.035,2481.506,7731.325,6810.288,6924.528,6967.86,1251.116,1826.67,2454.988,2995.332,768.286,691.938,829.444,877.953,1211.434,1062.686,730.631,737.756,1124.837,1072.305,2611.36731818182,1886.653304258,0.722477183168391
"b0057","b0057",1071.562,3237.131,3956.475,1773.028,7962.468,3422.892,5828.868,3427.64,983.99,593.663,1632.65,1046.241,1840.65,1229.623,1117.454,518.428,1187.737,1122.111,897.955,565.546,1070.078,1108.582,2072.48963636364,1532.86459486104,0.739624733444065
"b0058","rluA",2120.958,2541.563,3494.814,3548.516,6642.451,5628.364,7216.082,5614.726,2633.928,2321.755,4140.244,3259.647,1510.698,663.982,1616.883,747.018,881.306,805.924,614.811,576.829,1453.686,1107.046,2688.23777272727,1527.16759122651,0.568092453249464
"b0059","rapA",3274.366,3461.064,5332.144,3966.085,8442.766,1650.286,8143.877,3464.665,1066.376,807.602,2479.786,2137.932,1647.999,1143.706,1654.294,1724.545,834.634,856.91,614.172,623.178,4969.896,6950.977,2965.78454545455,1870.93216654266,0.630838868389852
"b0060","polB",4070.527,3242.745,2504.835,3159.543,6463.053,5849.104,4825.625,5766.579,2125.373,2298.537,3516.684,4959.572,1534.976,806.762,1391.572,663.292,1054.249,946.199,673.951,633.631,899.825,1238.605,2664.78359090909,1607.57025438931,0.603264842921405
"b0061","araD",1645.146,1595.729,2517.891,2679.968,3940.055,3354.774,3043.467,3369.923,481.036,715.099,1414.425,1758.342,591.609,550.844,610.988,636.934,593.046,547.988,265.672,236.632,2063.675,2239.561,1584.21836363636,956.983634986561,0.604073060225064
"b0062","araA",1499.224,1274.751,3259.647,3409.868,9651.249,4625.841,8617.179,3829.658,588.745,569.085,1044.792,1054.98,1184.038,1037.216,1362.462,1743.777,1038.654,830.306,344.653,463.685,5346.948,8998.695,2807.97513636364,2392.24943981769,0.851948227332128
"b0063","araB",2464.365,1632.65,2296.148,2430.437,3091.304,5587.55,3375.768,4522.798,864.067,1335.348,1899.626,2392.826,607.188,795.655,783.071,913.335,611.2,580.238,393.031,370.544,2821.018,2654.087,1928.28427272727,1163.62530386887,0.603451119903134
"b0064","araC",3919.625,2407.8,3574.436,4859.19,6900.571,11186.724,6505.751,8783.012,1427.228,1683.211,2509.18,2988.074,695.063,1077.147,836.371,913.968,2213.326,2050.841,818.308,864.367,4187.867,6268.915,3485.04431818182,2449.61759262221,0.702894244369381
"b0065","yabI",3223.696,4015.879,4145.987,7582.721,15081.58,6044.888,9309.578,6053.274,848.047,709.176,1466.336,1611.289,933.82,836.951,1030.051,697.234,2022.607,2093.934,412,582.252,1475.512,1190.21,3243.95554545454,3129.77933310712,0.964803397966595
"b0066","thiQ",1828.57,2182.098,2844.58,3040.304,3803.205,4643.51,4156.058,4202.406,859.885,880.391,2072.275,1960.492,684.07,568.888,356.683,401.568,782.258,758.234,352.505,339.79,3345.486,2904.351,1953.07304545454,1171.24368851246,0.599692720780895
"b0067","thiP",2430.437,1852.169,3317.774,4420.519,6091.155,14258.158,5863.312,9348.376,1193.928,1066.376,3132.285,2730.596,816.042,848.929,1022.936,912.386,457.459,418.331,463.363,432.933,2798.62,2510.049,3017.5515,3079.22143766799,1.02043707876004
"b0068","thiB",2243.445,2270.037,3626.847,3266.432,6438.46,7736.686,4937.277,5810.715,1540.305,968.092,3723.645,2701.416,1000.15,588.134,1126.007,636.052,1086.144,1050.602,452.728,502.681,4249.272,4308.59,2739.25986363636,1813.82252997115,0.662157889453871
"b0069","sgrR",3695.362,2775.438,3065.698,3896.6,5930.755,11331.098,5489.656,9617.859,1397.372,1435.662,2779.289,3137.718,807.042,799.803,902.323,914.285,1346.968,1287.628,666.749,708.685,1123.279,985.355,2913.392,2598.49853183706,0.891915173734623
"b0070","setA",572.249,859.587,3124.696,2582.406,1743.173,1470.917,1063.423,1225.793,493.19,471.136,844.527,726.088,156.987,175.035,269.194,287.516,305.071,297.965,NA,NA,1559.643,1819.088,NA,NA,NA
"b0071","leuD",2427.07,1888.467,2734.384,4535.356,6746.858,9039.329,5472.559,10705.021,839.566,1296.584,1351.644,1765.058,790.159,1150.464,830.306,959.74,734.694,878.562,479.371,381.357,7566.97,7763.546,3197.13931818182,2884.9055462887,0.902339641529702
"b0072","leuC",2324.17,1597.389,2372.184,2961.269,4317.558,8214.745,3900.653,6142.031,1317.877,1332.574,2680.897,2976.704,796.483,863.768,827.721,915.871,773.898,702.327,428.01,416.595,8948.933,7163.754,2817.06413636364,2345.3706338405,0.832558479434547
"b0073","leuB",2291.378,1562.889,2277.918,2991.182,4166.153,8596.299,4988.879,7704.577,1257.201,1238.175,2243.445,2159.528,747.536,1009.902,735.458,902.323,725.082,628.601,420.22,422.556,8152.348,6101.719,2787.42586363636,2360.3533265648,0.846786046350871
"b0074","leuA",2155.789,1041.177,2558.354,4202.406,4193.677,9280.585,3752.145,6349.82,634.51,735.458,2585.988,2769.673,624.908,951.79,614.598,872.191,600.283,657.342,392.895,437.155,1157.663,1990.617,2207.22836363636,2027.2977476373,0.918481196162851
"b0075","leuL",2438.875,3487.554,4703.438,3621.822,10452.062,4577.994,9092.744,4394.551,671.154,532.08,2493.575,1285.399,960.406,546.66,893.609,824,652.123,552.182,722.323,610.353,1184.449,1129.916,2537.60313636364,2144.3119369492,0.84501469367743
"b0076","leuO",2590.473,1348.369,2166.274,3029.786,3477.898,6663.202,3504.517,6101.719,814.629,1117.454,1987.859,2202.613,541.568,729.619,565.154,767.222,436.852,482.706,313.213,335.228,1006.408,872.493,1866.148,1584.73156907295,0.849199296665081
"b0077","ilvI",6084.825,2689.272,3242.745,7337.129,6587.43,21596.352,6413.962,19797.08,1270.341,1603.49,3129.03,3309.735,750.912,2019.105,797.312,1859.888,1304.698,1186.503,634.95,438.217,1482.689,1543.511,4321.78072727273,5342.92082870724,1.23627762856884
"b0078","ilvH",3004.689,2205.668,3367.588,3914.195,4271.42,7855.569,5161.233,6749.196,1357.278,1406.116,2118.019,2465.219,502.333,696.269,718.578,915.871,846.285,801.745,445.104,468.531,940.641,1479.096,2349.57468181818,1786.56241839295,0.760376944907512
"b0079","b0079",2021.906,4001.985,3857.633,2771.594,6649.361,2302.523,8789.102,6332.239,1546.724,1211.854,2483.226,1850.886,582.656,608.663,951.461,537.455,2014.91,1712.039,336.276,372.863,4364.195,6057.472,2788.95559090909,1655.96680787806,0.593758758036833
"b0080","fruR",973.812,2600.368,7723.291,7246.155,4566.902,942.926,1093.699,893.299,1224.095,587.522,3879.083,1838.738,1384.357,742.888,1000.843,499.036,903.262,1101.306,647.618,928.656,5363.652,8335.194,2476.21372727273,2324.68473885645,0.938806175433343
"b0081","mraZ",5189.932,5900.003,7124.139,4978.516,15034.612,8090.426,13133.829,9912.272,1571.035,1389.644,2992.219,3389.837,2313.722,998.764,1617.444,915.553,2048,2570.797,1891.087,1504.429,4795.615,6815.01,4735.31295454545,3057.94966891407,0.64577562206923
"b0082","rsmH",2490.121,4797.277,5653.78,2955.118,11973.024,10019.341,11190.602,8927.249,1693.157,1458.733,2675.328,2298.537,845.992,552.373,1330.728,829.444,2821.996,2701.416,1524.901,1322.911,4680.672,4581.169,3969.26677272727,2711.20133541683,0.683048404316238
"b0083","ftsL",4739.437,4903.173,5938.982,9203.711,11861.51,4698.55,7720.615,4316.062,1180.76,947.84,2406.966,2749.588,1119.004,668.137,1162.488,970.78,2744.828,3773.009,1361.046,994.274,5748.62,5522.095,3851.43068181818,2494.06988997844,0.647569720455424
"b0084","ftsI",3183.725,4696.922,6101.719,4161.823,10843.178,13620.575,12581.358,8773.885,2084.521,1342.308,3664.752,2402.799,1523.845,932.203,1489.384,1020.811,2276.339,2527.508,903.575,853.058,6356.426,5070.808,4382.34190909091,3013.98240714065,0.68775610613319
"b0085","murE",3730.104,5245.992,6167.628,4256.642,11915.072,13526.491,12031.259,10642.135,1822.243,1213.114,3313.178,2824.931,1270.341,1129.133,1257.201,1103.599,3144.25,3212.543,1265.507,1096.356,5365.512,3908.773,4520.09109090909,3160.36214383998,0.699181074070867
"b0086","murF",3060.39,4812.264,5444.184,2584.196,12442.597,15446.582,10948.913,10716.157,1200.983,910.175,2916.455,2382.07,984.672,851.876,1016.222,824.285,1908.866,1610.731,1508.083,1217.326,4301.13,3873.709,4134.63027272727,3653.76562879121,0.883698272344221
"b0087","mraY",1518.572,1845.121,2983.934,2380.419,7367.707,4104.526,4825.625,3312.03,1443.645,993.585,2452.436,1895.023,541.381,469.018,479.704,507.759,1792.18,1627.566,1019.397,990.834,3139.894,3035.04,2214.79072727273,1330.73418438691,0.600839694694569
"b0088","murD",2686.477,4114.496,3239.376,1976.182,11063.345,10768.278,9210.093,6760.902,1176.267,884.06,2830.812,2277.129,696.027,622.099,843.065,760.34,2253.575,2000.299,1018.69,894.849,3840.291,3563.304,3339.998,2647.03011807485,0.792524462013106
"b0089","ftsW",3408.686,4820.61,5356.222,2460.951,11718.498,4334.05,11981.326,5006.199,1797.156,674.886,3130.115,1088.405,1299.283,965.077,1327.044,586.505,2001.686,1794.045,1062.686,969.099,4692.041,4525.935,3409.11386363636,2222.39697912954,0.651898724426589
"b0090","murG",2081.633,3049.802,4742.723,4654.789,8045.688,6812.648,7001.751,4968.174,950.142,548.748,2978.768,2820.04,858.694,759.023,828.295,750.652,2057.961,1801.521,898.267,783.071,4423.584,3623.078,2974.50236363636,1806.606619002,0.607364324563319
"b0091","murC",3354.774,4182.066,5255.091,3393.363,11028.89,9442.807,10941.326,7467.968,1481.661,1107.43,2996.37,2526.632,876.433,825.143,941.946,883.141,2929.624,2243.445,1210.175,953.441,4458.986,3825.679,3742.10868181818,2435.14888224188,0.650742426074786
"b0092","ddlB",2778.326,4299.64,5788.605,3315.475,8853.302,6617.176,11824.569,6040.7,1810.284,1019.75,3209.204,2164.773,1042.622,759.023,1181.169,891.444,3321.226,3088.092,1356.807,1129.916,4377.829,4557.415,3610.33395454545,1771.97562426093,0.490806569854844
"b0093","ftsQ",2221.01,3899.302,5562.432,2937.758,9488.735,7934.92,10085.535,5315.538,2254.357,1009.552,3641.962,2033.149,1559.102,708.93,1224.095,732.406,2017.006,1532.849,884.673,760.603,3728.811,3316.625,3311.33409090909,2041.87851862989,0.616633194528951
"b0094","ftsA",5959.601,6152.683,8271.883,6608.009,16186.461,23194.578,14027.789,17366.266,2496.169,822.858,6003.133,1938.198,2575.256,1779.801,1805.897,1980.295,4105.949,3780.863,3071.015,1740.758,6015.63,4568.485,6384.16259090909,5209.60592167392,0.816020245018866
"b0095","ftsZ",3791.361,6380.704,10155.685,4777.367,15991.304,13484.365,16007.94,7556.487,3986.757,3242.745,6697.932,4471.366,2484.087,1156.46,2188.915,1497.147,3196.993,3230.406,2561.903,2393.656,5260.558,5748.62,5739.21627272727,3197.14516283875,0.557069991948478
"b0096","lpxC",3672.381,5470.663,7839.25,4180.617,14967.026,11335.025,13611.137,6398.42,4164.709,1217.748,7070.027,1908.866,3550.976,795.655,2866.352,898.267,3849.619,3721.065,1866.345,1755.906,5614.726,4386.942,5051.89645454545,2967.64601636733,0.587432074878967
"b0097","secM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b0098","secA",2488.395,5188.134,7643.406,4705.068,15302.715,12507.449,14027.789,10645.824,2201.849,2808.336,3754.747,2895.306,735.713,511.645,1418.352,1046.967,1595.729,1426.239,1404.655,1406.604,949.484,1232.182,4358.93581818182,3704.18170862856,0.849790376168841
"b0099","mutT",3610.543,4359.66,4645.12,4024.238,3459.865,3809.801,3748.246,2665.148,1806.523,1068.225,2663.301,2681.826,937.062,585.693,1093.699,773.362,1242.474,1124.447,780.633,711.885,3504.517,2078.029,2335.19531818182,1063.00000737281,0.455208178560612
"b0101","yacG",1675.063,2105.577,4283.279,2312.921,8819.615,2762.005,7622.244,2908.38,1198.488,790.707,1758.952,1406.116,1068.595,698.686,609.507,536.153,1504.429,1235.603,680.523,690.501,2292.173,2555.695,2250.69145454545,1610.01475103589,0.715342277496248
"b0102","yacF",2726.813,4491.557,6345.42,3925.063,13801.142,11094.061,11378.32,9674.692,951.461,898.89,2288.204,1758.342,952.45,878.257,1077.147,1019.044,1618.565,1704.934,1326.124,766.956,924.161,1219.437,3673.68363636364,3393.65161462751,0.923773506525099
"b0103","coaE",4653.176,4551.101,5718.813,6610.3,13280.299,9775.806,10212.157,9203.711,1449.661,1647.999,2814.182,3889.853,870.681,1189.385,910.175,824.857,1537.638,1662.916,935.763,868.27,4087.491,4179.168,4130.60918181818,2977.8630084875,0.720925867689262
"b0104","guaC",4374.796,3931.87,1980.295,1732.332,6483.243,9290.239,6225.612,6888.623,1701.392,1523.845,3365.255,3022.444,951.131,1127.178,951.79,1170.979,1998.22,1944.927,840.731,1050.238,4983.695,4161.823,3168.21172727273,1939.87416868317,0.612293096444364
"b0106","hofC",3731.397,1741.965,2192.711,3312.03,3273.232,8501.49,3775.626,7208.583,671.852,1120.557,1955.742,2748.636,473.264,898.578,662.832,1248.085,623.61,573.441,372.475,379.775,3263.038,3640.7,2380.43722727273,1923.38210617309,0.807995306129837
"b0107","hofB",4080.415,2341.959,2856.435,3660.944,4365.708,9715.012,4792.292,7822.966,1185.681,1034.344,2673.474,2047.29,748.055,823.143,886.514,1077.894,1613.525,1591.311,820.58,785.518,4199.495,3696.643,2855.41809090909,2046.72384510192,0.716786046715244
"b0108","ppdD",3304.005,2173.795,3087.022,3676.201,5941.041,5766.579,4370.25,4805.597,1135.805,1357.278,1893.054,2173.041,451.474,569.479,524.937,620.807,656.204,634.73,432.333,450.068,1797.156,817.174,2119.91045454545,1529.65357484759,0.721565182891452
"b0109","nadC",2944.894,3640.7,4817.27,4147.424,7855.569,11210.01,7937.671,8911.793,1227.068,1014.814,2430.437,2190.432,651.671,978.21,805.366,981.266,2677.183,3868.343,1872.176,1545.117,4280.311,4319.055,3650.30818181818,2395.15901027845,0.656152546847551
"b0110","ampD",2879.295,2703.289,3583.118,3385.141,6530.601,9981.217,6931.731,8096.036,882.223,831.17,2318.539,2069.405,736.479,949.813,630.346,730.125,1153.258,1178.307,959.075,737.5,3940.055,4287.735,2977.02081818182,2276.37502231073,0.764648674409001
"b0111","ampE",3192.564,1807.149,2977.736,4118.776,5647.905,11413.867,5129.136,8054.057,1090.293,1190.622,2170.783,2275.551,704.277,919.05,656.886,986.722,2012.119,1812.167,882.835,855.13,4150.3,4411.336,3020.8755,2379.73522398036,0.787763422881995
"b0112","aroP",2633.928,2239.561,1863.76,1997.528,6288.499,9498.605,5182.742,7795.901,1117.067,1209.756,2406.132,2351.719,523.665,748.314,581.647,877.953,1122.111,995.999,553.14,511.468,443.872,501.463,2338.40136363636,2270.87997301307,0.971124978084048
"b0113","pdhR",3150.795,7074.929,8880.96,3280.045,21042.23,11370.436,17602.589,9105.358,1980.982,1221.129,3329.293,3038.198,980.246,515.204,1303.342,654.387,2955.118,3361.758,1185.681,1380.045,3979.855,3491.182,5040.171,4321.88047911672,0.857486874774035
"b0114","aceE",2787.005,12207.668,17596.489,3603.043,38007.592,9823.354,28864.328,8641.104,4505.589,4839.023,7915.693,6633.249,2915.444,2536.283,2300.13,2266.892,20346.598,16955.903,10634.761,8280.488,11533.158,8448.62,10529.2006363636,7188.1695426228,0.682689008489186
"b0115","aceF",3127.946,9574.623,13216.019,2535.404,26204.01,7094.572,21754.104,7470.556,4118.776,3213.656,6684.018,4400.647,1755.298,924.481,1676.225,987.064,13038.588,8752.625,4770.749,4153.178,6469.776,5058.521,7135.49254545455,4941.06903115131,0.692463624574715
"b0116","lpd",3221.462,9270.941,14367.287,5904.094,18957.748,5838.977,20962.163,4434.329,5067.295,2597.666,8240.408,2209.494,4073.35,848.047,935.763,557.953,11473.357,8364.131,4727.953,4048.018,7664.628,6907.749,6848.76422727273,3861.70705322969,0.563854576545626
"b0117","yacH",4762.489,2229.493,3075.276,5516.357,7744.734,17743.463,7258.723,13686.823,1341.378,1783.506,3041.358,3424.078,845.113,1592.414,886.514,1412.466,1013.057,1050.966,423.436,369.134,2177.565,1985.794,3789.27895454545,4046.21931091611,1.06780718956108
"b0118","acnB",3219.23,8973.779,14664.091,6841.04,24945.639,16401.044,20860.701,14497.334,3238.253,1781.652,5278.821,3069.951,2129.059,1416.387,1715.603,1288.521,10099.526,10212.157,4247.8,4066.297,6895.789,5932.811,7807.97659090909,5262.69282199983,0.674014933411461
"b0119","yacL",2005.158,5843.026,6460.813,3219.23,13442.371,4903.173,10693.897,3809.801,2347.647,1156.06,3811.122,2000.299,1649.714,584.071,1575.397,673.017,5932.811,4815.601,3060.39,2273.186,4925.314,6089.044,4148.68827272727,2406.02155115785,0.579947538351966
"b0120","speD",3196.993,5211.562,7709.919,3060.39,10075.054,7844.686,9528.279,5681.279,3805.842,1677.387,5647.905,2186.64,2134.23,1186.503,1708.483,981.946,2412.812,1996.836,1300.635,1297.033,6374.074,5736.679,4125.23486363636,2145.602351904,0.520116411023607
"b0121","speE",3306.296,6807.928,9888.253,4879.44,10612.67,5699.027,9175.048,4206.778,4637.077,2971.55,7514.701,4331.047,3844.286,1140.539,2623.905,1255.895,3614.299,4131.643,1308.774,1389.163,7248.667,6610.3,4872.60390909091,2095.4557151407,0.430048441087356
"b0122","yacC",2156.536,3462.264,5455.516,3105.264,7114.27,6284.142,5297.148,4338.558,1151.262,899.513,1952.355,1692.57,717.831,520.769,894.849,662.832,1888.467,1963.212,1045.154,1611.848,827.147,1137.775,2462.69463636364,1655.94206091733,0.672410633647402
"b0123","cueO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b0124","gcd",2006.548,2027.519,3234.888,3765.172,3375.768,5081.364,3374.598,4769.096,894.229,881.306,1860.533,2470.35,455.245,579.836,830.882,780.092,451.631,486.063,506.704,625.558,4409.808,4749.303,2164.38604545454,1404.34881229875,0.648843959813935
"b0125","hpt",3470.674,4296.66,5941.041,3841.622,8090.426,6165.491,7598.506,3952.364,2245.779,1896.337,3603.043,3123.613,1304.698,886.822,1400.766,1082.386,2396.146,2096.112,1339.984,1262.441,3314.326,3868.343,3326.25363636364,1445.94789069119,0.434707646730134
