ACCESSION	GSE1730
TITLE	mRNA abundance from wild type

EXP	NAME	STDDEV	SAMPLES	TIMEPOINT	CHANNELS	TEST COL	TEST BKGD	CNTL COL	CNTL BKGD	LOG	NORM	RMA DATA
70	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant	0.929	GSM30231,GSM30232,GSM30233,GSM30234		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
71	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.875	GSM30235,GSM30236,GSM30237,GSM30238		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
72	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant	1.135	GSM30239,GSM30240,GSM30241,GSM30242		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
73	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.969	GSM30243,GSM30244,GSM30245,GSM30246		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
74	mRNA abundance (wt in LB, norfloxacin for 10 min)  / Genomic DNA from dnaC(ts) mutant	0.697	GSM30247,GSM30248,GSM30249,GSM30250		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
75	mRNA abundance (wt in LB, norfloxacin for 10 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.631	GSM30251,GSM30252,GSM30253,GSM30254		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
76	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant	0.904	GSM30255,GSM30256,GSM30257,GSM30258		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
77	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.811	GSM30259,GSM30260,GSM30261,GSM30262		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
78	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB)	0.285	GSM30330,GSM30331,GSM30332,GSM30333		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
79	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB) (dye swap)	0.345	GSM30334,GSM30335,GSM30336,GSM30337		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
80	mRNA abundance (wt, M9) / Genomic DNA from dnaC(ts) mutant	0.300	GSM30338,GSM30339,GSM30340,GSM30341		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	

LABELS
LOCUSTAG	Locus_Tag
GENE	Name
EXP_num_M	Ratio of Test/Control
EXP_num_A	Average=0.5*(Test+Control)
EXP_num_TestInt	Test Intensity
EXP_num_CntlInt	Control Intensity

LOCUSTAG	GENE	EXP_70_M	EXP_70_A	EXP_70_TestInt	EXP_70_CntlInt	EXP_71_M	EXP_71_A	EXP_71_TestInt	EXP_71_CntlInt	EXP_72_M	EXP_72_A	EXP_72_TestInt	EXP_72_CntlInt	EXP_73_M	EXP_73_A	EXP_73_TestInt	EXP_73_CntlInt	EXP_74_M	EXP_74_A	EXP_74_TestInt	EXP_74_CntlInt	EXP_75_M	EXP_75_A	EXP_75_TestInt	EXP_75_CntlInt	EXP_76_M	EXP_76_A	EXP_76_TestInt	EXP_76_CntlInt	EXP_77_M	EXP_77_A	EXP_77_TestInt	EXP_77_CntlInt	EXP_78_M	EXP_78_A	EXP_78_TestInt	EXP_78_CntlInt	EXP_79_M	EXP_79_A	EXP_79_TestInt	EXP_79_CntlInt	EXP_80_M	EXP_80_A	EXP_80_TestInt	EXP_80_CntlInt
b0031	dapB	-0.594	11.090	1774.258	2678.111	-0.460	12.461	4807.263	6612.591	2.563	11.661	7871.921	1332.112	-0.084	9.834	886.514	939.663	1.016	9.879	1339.055	662.143	0.511	10.603	1856.668	1302.890	-0.305	10.857	1668.690	2061.530	0.362	10.069	1217.748	947.512	-0.105	11.747	3314.326	3564.540	-0.394	8.813	392.351	515.561	-0.452	12.025	3563.304	4874.370
b0032	carA	0.232	11.282	2698.609	2297.740	0.024	11.701	3357.100	3301.715	-0.777	13.180	7089.656	12148.579	-0.769	12.918	5928.700	10103.027	-0.493	10.083	914.285	1286.736	-0.134	11.406	2590.473	2842.609	-0.673	9.457	556.601	887.436	-0.556	9.307	522.396	768.020	-0.692	9.446	548.748	886.514	-1.388	9.362	406.750	1064.529	-0.421	10.404	1170.979	1567.772
b0033	carB	0.303	10.786	1961.172	1589.657	-0.662	11.947	3138.806	4966.453	-0.569	12.012	3391.012	5030.549	-0.555	11.852	3049.802	4480.674	-0.815	9.352	492.678	866.767	-0.815	11.358	1978.923	3481.516	-1.134	8.262	207.217	454.772	-0.730	9.350	506.704	840.439	-0.265	9.503	661.914	795.380	-0.457	8.633	338.849	465.133	-0.544	10.470	1174.638	1712.633
b0034	caiF	0.516	11.053	2540.682	1776.719	-0.095	11.736	3300.571	3525.226	-0.833	12.540	4462.078	7948.682	-0.296	12.488	5184.539	6365.244	0.104	10.205	1223.671	1138.564	0.013	10.965	2007.939	1989.927	-0.165	9.259	578.631	648.742	-0.006	9.753	861.078	864.667	0.126	10.402	1413.445	1295.237	0.024	9.938	989.119	972.800	-0.166	11.834	3446.700	3867.003
b0035	caiE	0.263	11.416	2993.256	2494.440	-0.272	12.091	3970.211	4793.953	-0.326	12.718	6017.715	7543.404	-0.194	12.800	6667.823	7627.529	0.299	9.815	999.110	812.092	0.344	10.961	2245.779	1769.345	-0.062	9.686	806.203	841.605	0.201	9.724	906.712	788.791	-0.064	10.379	1302.439	1361.518	0.433	9.223	694.341	514.312	-0.159	11.477	2697.673	3011.987
b0036	caiD	1.025	11.354	3733.984	1834.918	-0.701	11.408	2131.273	3464.665	-1.091	12.651	4406.752	9387.335	-0.854	12.682	4887.903	8834.912	-0.490	10.468	1195.170	1678.550	-0.317	11.577	2737.228	3409.868	-0.418	9.303	546.471	730.125	-0.424	9.655	696.027	933.820	-0.151	10.954	1882.586	2090.308	-0.097	9.043	510.052	545.524	0.224	11.506	3143.160	2691.137
b0037	caiC																																												
b0038	caiB	1.327	11.412	4316.062	1720.366	-0.910	11.391	1959.134	3681.301	-1.290	12.881	4823.953	11795.917	-1.380	12.842	4551.101	11845.077	-1.108	10.429	939.012	2024.009	-0.684	11.534	2339.525	3758.653	-0.871	9.593	571.061	1044.430	-0.992	9.774	620.807	1234.747	0.068	10.200	1204.317	1148.870	0.186	8.739	455.719	400.595	0.242	11.570	3306.296	2795.712
b0039	caiA	0.823	11.276	3298.284	1864.406	-1.058	11.850	2558.354	5326.603	-1.301	13.190	5953.408	14669.174	-1.432	13.058	5191.731	14008.356	-0.611	10.118	899.201	1373.366	-0.381	11.513	2561.015	3335.067	-0.992	9.568	538.201	1070.449	-0.796	9.811	681.703	1183.628	-0.050	9.462	693.139	717.582	0.240	8.931	530.423	449.133	0.019	11.943	3963.337	3911.483
b0040	caiT	1.392	11.543	4833.994	1841.927	-0.873	11.494	2131.273	3903.358	-1.270	12.742	4411.336	10638.447	-1.254	12.737	4420.519	10543.016	-0.622	10.800	1437.155	2211.792	-0.572	11.743	2811.258	4179.168	-0.931	9.709	606.137	1155.659	-1.226	9.893	621.668	1454.190	0.094	9.844	949.484	889.592	-0.123	8.715	402.683	438.520	0.094	11.765	3595.558	3368.755
b0041	fixA	0.198	10.834	1955.064	1704.343	-0.444	11.472	2435.496	3313.178	0.092	12.643	6603.431	6195.479	-0.477	12.394	4562.156	6349.820	-0.364	10.465	1245.924	1603.490	-0.610	11.350	2112.887	3224.813	-0.308	9.373	595.930	737.756	-0.328	9.620	702.327	881.612	0.002	8.705	417.606	417.028	-0.280	8.480	324.034	393.440	0.186	11.752	3678.750	3233.767
b0042	fixB	0.985	11.002	2885.289	1457.722	-0.752	11.289	1928.148	3247.244	-1.005	12.596	4370.250	8770.844	-1.108	12.482	3896.600	8398.989	-0.296	10.155	1028.981	1263.316	-0.345	11.349	2314.524	2939.795	-0.371	9.086	477.878	618.016	-0.246	9.326	589.358	698.928	0.156	9.474	750.652	673.718	-0.154	8.500	343.222	381.886	0.194	11.256	2615.734	2286.619
b0043	fixC	1.155	11.140	3367.588	1512.270	-1.102	11.561	2062.245	4426.651	-1.299	12.795	4530.643	11148.021	-1.043	12.900	5324.757	10971.704	-0.507	10.199	986.038	1401.251	-0.201	11.201	2195.753	2524.007	-0.837	10.080	809.844	1446.650	-0.793	8.810	340.970	590.789	0.232	9.898	1033.985	880.391	0.312	8.636	443.257	357.054	-0.151	11.846	3493.603	3879.083
b0044	fixX	-0.509	11.768	2923.539	4160.381	-0.058	12.370	5188.134	5400.959	-0.202	11.713	3130.115	3600.546	-0.826	11.393	2019.805	3580.636	0.057	10.325	1308.320	1257.637	-0.334	11.290	2230.266	2811.258	-0.413	9.154	493.703	657.342	-0.084	9.247	590.175	625.558	0.021	8.765	438.217	431.884	-0.222	8.214	274.945	320.682	0.396	11.712	3848.285	2924.552
b0045	yaaU	1.372	11.466	4551.101	1758.342	-1.443	11.754	2094.659	5695.078	-1.403	12.908	4726.315	12498.783	-1.466	12.971	4830.645	13344.892	-0.752	9.849	710.652	1196.828	-0.459	11.379	2271.611	3122.531	-1.188	9.159	378.723	862.870	-1.402	10.070	661.226	1747.407	0.151	9.902	1008.154	907.969	0.363	8.277	351.773	273.520	0.424	10.041	1220.283	909.544
b0046	kefF	-0.107	10.483	1379.089	1485.260	-0.013	11.503	2889.291	2915.444	-0.606	13.183	7538.177	11473.357	-0.504	12.799	5984.438	8486.771	-0.010	10.295	1251.984	1260.692	-0.231	11.378	2456.690	2883.290	-0.202	9.522	685.494	788.518	0.068	9.403	693.139	661.226	0.125	9.601	810.967	743.660	-0.018	8.631	393.986	398.932	0.144	10.175	1215.218	1099.781
b0047	kefC	1.143	11.305	3759.956	1702.572	-0.694	10.980	1588.005	2569.016	-1.672	12.557	3375.768	10757.088	-1.206	12.635	4187.867	9661.289	-0.264	10.528	1347.435	1618.005	-0.592	11.682	2676.255	4034.013	-1.109	9.579	520.769	1123.279	-1.041	9.879	656.431	1350.708	-0.011	9.382	664.673	669.760	0.084	8.348	335.461	316.486	-0.091	8.763	420.949	448.356
b0048	folA	-0.435	11.162	1970.710	2664.225	0.674	11.918	4887.903	3063.574	0.316	12.660	7221.085	5800.655	0.389	12.508	6665.512	5090.177	0.019	10.040	1059.744	1045.879	0.060	10.825	1852.169	1776.719	0.072	8.908	492.507	468.531	0.067	9.422	702.084	670.224	-0.309	10.221	1072.305	1328.424	-0.253	9.046	484.214	577.029	-0.064	11.815	3524.004	3683.854
b0049	apaH	-0.148	11.572	2892.297	3204.759	0.570	11.868	4554.257	3067.824	-0.241	13.313	9361.344	11063.345	-0.051	13.061	8396.079	8698.193	0.129	10.137	1177.491	1076.774	-0.137	11.332	2458.393	2703.289	-0.038	9.482	705.743	724.579	0.073	9.433	708.930	673.951	-0.133	10.402	1292.098	1416.878	-0.053	9.607	765.628	794.278	0.153	12.015	4364.195	3925.063
b0050	apaG	-1.070	11.260	1692.570	3553.438	1.103	11.555	4409.808	2052.975	1.462	12.607	10354.713	3758.653	1.333	12.215	7546.019	2995.332	-0.103	10.379	1284.953	1380.045	-0.040	11.326	2531.892	2603.073	0.691	9.118	705.988	437.306	0.572	9.320	779.281	524.210	0.258	10.778	1920.146	1605.715	-0.029	9.984	1002.579	1022.936	-0.186	11.990	3813.764	4338.558
b0051	rsmA	0.108	12.200	4884.516	4532.213	0.413	12.308	5851.132	4394.551	0.238	13.708	14532.547	12322.437	-0.097	13.622	12190.756	13038.588	-0.301	10.837	1647.999	2030.332	-0.302	11.733	3065.698	3779.553	-0.532	10.039	874.916	1265.069	-0.038	9.995	1007.106	1033.985	-0.007	9.767	869.173	873.401	0.270	9.606	855.723	709.668	-0.010	12.013	4118.776	4147.424
b0052	pdxA	-0.547	11.827	3005.731	4391.506	0.798	12.257	6454.099	3712.049	-0.306	13.889	13644.198	16867.985	0.163	13.576	12921.626	11541.155	0.747	10.248	1575.397	938.687	0.380	11.327	2930.640	2252.014	0.340	9.705	939.012	741.858	0.550	9.944	1191.861	814.065	-0.023	11.305	2510.049	2550.386	0.407	10.538	1712.039	1291.203	0.277	11.976	4434.329	3659.675
b0053	surA	-1.192	12.273	3274.366	7480.920	1.455	12.705	11055.679	4032.615	0.982	13.901	21499.269	10884.594	1.334	13.601	19728.587	7825.678	0.245	10.678	1783.506	1504.950	0.075	11.102	2255.920	2141.640	0.206	10.049	1137.775	986.380	0.546	9.763	1049.874	719.076	0.188	11.668	3473.080	3048.745	0.243	11.167	2501.365	2113.620	-0.805	10.102	831.458	1452.679
b0054	lptD	0.164	10.930	2065.106	1843.204	0.012	12.078	4341.567	4305.604	2.024	11.299	5081.364	1249.383	1.057	12.110	6376.283	3064.636	0.195	10.043	1128.742	986.038	0.094	11.184	2403.631	2252.014	0.529	9.866	1120.945	776.854	-0.246	10.068	985.697	1168.952	0.173	11.983	4298.150	3812.443	-0.126	8.891	454.457	495.933	-0.413	11.674	2831.793	3770.395
b0055	djlA	0.764	11.977	5253.270	3093.448	-1.073	12.575	4206.778	8850.235	-0.040	13.339	10219.238	10506.540	-0.511	13.325	8596.299	12250.050	-0.507	9.976	844.820	1200.567	-0.648	11.333	2060.816	3229.287	-0.580	10.014	845.699	1264.192	-0.273	9.839	833.189	1006.757	-0.120	9.986	972.800	1057.176	0.204	9.817	968.092	840.439	-0.004	11.345	2597.666	2604.878
b0056	b0056	0.252	11.587	3357.100	2819.063	0.134	11.344	2723.035	2481.506	0.183	12.825	7731.325	6810.288	-0.009	12.762	6924.528	6967.860	-0.546	10.562	1251.116	1826.670	-0.287	11.405	2454.988	2995.332	0.151	9.510	768.286	691.938	-0.082	9.737	829.444	877.953	0.189	10.148	1211.434	1062.686	-0.014	9.520	730.631	737.756	0.069	10.101	1124.837	1072.305
b0057	b0057	-1.595	10.863	1071.562	3237.131	1.158	11.371	3956.475	1773.028	1.218	12.350	7962.468	3422.892	0.766	12.126	5828.868	3427.640	0.729	9.578	983.990	593.663	0.642	10.352	1632.650	1046.241	0.582	10.555	1840.650	1229.623	1.108	9.572	1117.454	518.428	0.082	10.173	1187.737	1122.111	0.667	9.477	897.955	565.546	-0.051	10.089	1070.078	1108.582
b0058	rluA	-0.261	11.181	2120.958	2541.563	-0.022	11.782	3494.814	3548.516	0.239	12.578	6642.451	5628.364	0.362	12.636	7216.082	5614.726	0.182	11.272	2633.928	2321.755	0.345	11.843	4140.244	3259.647	1.186	9.968	1510.698	663.982	1.114	10.102	1616.883	747.018	0.129	9.719	881.306	805.924	0.092	9.218	614.811	576.829	0.393	10.309	1453.686	1107.046
b0059	rapA	-0.080	11.717	3274.366	3461.064	0.427	12.167	5332.144	3966.085	2.355	11.866	8442.766	1650.286	1.233	12.375	8143.877	3464.665	0.401	9.858	1066.376	807.602	0.214	11.169	2479.786	2137.932	0.527	10.423	1647.999	1143.706	-0.060	10.722	1654.294	1724.545	-0.038	9.724	834.634	856.910	-0.021	9.273	614.172	623.178	-0.484	12.521	4969.896	6950.977
b0060	polB	0.328	11.827	4070.527	3242.745	-0.335	11.458	2504.835	3159.543	0.144	12.586	6463.053	5849.104	-0.257	12.365	4825.625	5766.579	-0.113	11.110	2125.373	2298.537	-0.496	12.028	3516.684	4959.572	0.928	10.120	1534.976	806.762	1.069	9.908	1391.572	663.292	0.156	9.964	1054.249	946.199	0.089	9.352	673.951	633.631	-0.461	10.044	899.825	1238.605
b0061	araD	0.044	10.662	1645.146	1595.729	-0.090	11.343	2517.891	2679.968	0.232	11.828	3940.055	3354.774	-0.147	11.645	3043.467	3369.923	-0.572	9.196	481.036	715.099	-0.314	10.623	1414.425	1758.342	0.103	9.157	591.609	550.844	-0.060	9.285	610.988	636.934	0.114	9.155	593.046	547.988	0.167	7.970	265.672	236.632	-0.118	11.070	2063.675	2239.561
b0062	araA	0.234	10.433	1499.224	1274.751	-0.065	11.703	3259.647	3409.868	1.061	12.706	9651.249	4625.841	1.170	12.488	8617.179	3829.658	0.049	9.177	588.745	569.085	-0.014	10.036	1044.792	1054.980	0.191	10.114	1184.038	1037.216	-0.356	10.590	1362.462	1743.777	0.323	9.859	1038.654	830.306	-0.428	8.643	344.653	463.685	-0.751	12.760	5346.948	8998.695
b0063	araB	0.594	10.970	2464.365	1632.650	-0.082	11.206	2296.148	2430.437	-0.854	12.021	3091.304	5587.550	-0.422	11.932	3375.768	4522.798	-0.628	10.069	864.067	1335.348	-0.333	11.058	1899.626	2392.826	-0.390	9.441	607.188	795.655	-0.222	9.724	783.071	913.335	0.075	9.218	611.200	580.238	0.085	8.576	393.031	370.544	0.088	11.418	2821.018	2654.087
b0064	araC	0.703	11.585	3919.625	2407.800	-0.443	12.025	3574.436	4859.190	-0.697	13.101	6900.571	11186.724	-0.433	12.884	6505.751	8783.012	-0.238	10.598	1427.228	1683.211	-0.252	11.419	2509.180	2988.074	-0.632	9.757	695.063	1077.147	-0.128	9.772	836.371	913.968	0.110	11.057	2213.326	2050.841	-0.079	9.716	818.308	864.367	-0.582	12.323	4187.867	6268.915
b0065	yabI	-0.317	11.813	3223.696	4015.879	-0.871	12.453	4145.987	7582.721	1.319	13.221	15081.580	6044.888	0.621	12.874	9309.578	6053.274	0.258	9.599	848.047	709.176	-0.136	10.586	1466.336	1611.289	0.158	9.788	933.820	836.951	0.563	9.727	1030.051	697.234	-0.050	11.007	2022.607	2093.934	-0.499	8.936	412.000	582.252	0.310	10.372	1475.512	1190.210
b0066	thiQ	-0.255	10.964	1828.570	2182.098	-0.096	11.522	2844.580	3040.304	-0.288	12.037	3803.205	4643.510	-0.016	12.029	4156.058	4202.406	-0.034	9.765	859.885	880.391	0.080	10.977	2072.275	1960.492	0.266	9.285	684.070	568.888	-0.171	8.564	356.683	401.568	0.045	9.589	782.258	758.234	0.053	8.435	352.505	339.790	0.204	11.606	3345.486	2904.351
b0067	thiP	0.392	11.051	2430.437	1852.169	-0.414	11.903	3317.774	4420.519	-1.227	13.186	6091.155	14258.158	-0.673	12.854	5863.312	9348.376	0.163	10.140	1193.928	1066.376	0.198	11.514	3132.285	2730.596	-0.057	9.701	816.042	848.929	0.165	9.916	1022.936	912.386	0.129	8.773	457.459	418.331	0.098	8.807	463.363	432.933	0.157	11.372	2798.620	2510.049
b0068	thiB	-0.017	11.140	2243.445	2270.037	0.151	11.749	3626.847	3266.432	-0.265	12.785	6438.460	7736.686	-0.235	12.387	4937.277	5810.715	0.670	10.254	1540.305	968.092	0.463	11.631	3723.645	2701.416	0.766	9.583	1000.150	588.134	0.824	9.725	1126.007	636.052	0.048	10.061	1086.144	1050.602	-0.151	8.898	452.728	502.681	-0.020	12.063	4249.272	4308.590
b0069	sgrR	0.413	11.645	3695.362	2775.438	-0.346	11.755	3065.698	3896.600	-0.934	13.001	5930.755	11331.098	-0.809	12.827	5489.656	9617.859	-0.039	10.468	1397.372	1435.662	-0.175	11.528	2779.289	3137.718	0.013	9.650	807.042	799.803	-0.019	9.827	902.323	914.285	0.065	10.363	1346.968	1287.628	-0.088	9.425	666.749	708.685	0.189	10.039	1123.279	985.355
b0070	setA	-0.587	9.454	572.249	859.587	0.275	11.472	3124.696	2582.406	0.245	10.645	1743.173	1470.917	-0.205	10.157	1063.423	1225.793	0.066	8.913	493.190	471.136	0.218	9.613	844.527	726.088	-0.157	7.373	156.987	175.035	-0.095	8.120	269.194	287.516	0.034	8.236	305.071	297.965		9.469			-0.222	10.718	1559.643	1819.088
b0071	leuD	0.362	11.064	2427.070	1888.467	-0.730	11.782	2734.384	4535.356	-0.422	12.931	6746.858	9039.329	-0.968	12.902	5472.559	10705.021	-0.627	10.027	839.566	1296.584	-0.385	10.593	1351.644	1765.058	-0.542	9.897	790.159	1150.464	-0.209	9.802	830.306	959.740	-0.258	9.650	734.694	878.562	0.330	8.740	479.371	381.357	-0.037	12.904	7566.970	7763.546
b0072	leuC	0.541	10.912	2324.170	1597.389	-0.320	11.372	2372.184	2961.269	-0.928	12.540	4317.558	8214.745	-0.655	12.257	3900.653	6142.031	-0.016	10.372	1317.877	1332.574	-0.151	11.464	2680.897	2976.704	-0.117	9.696	796.483	863.768	-0.146	9.766	827.721	915.871	0.140	9.526	773.898	702.327	0.039	8.722	428.010	416.595	0.321	12.967	8948.933	7163.754
b0073	leuB	0.552	10.886	2291.378	1562.889	-0.393	11.350	2277.918	2991.182	-1.045	12.547	4166.153	8596.299	-0.627	12.598	4988.879	7704.577	0.022	10.285	1257.201	1238.175	0.055	11.104	2243.445	2159.528	-0.434	9.763	747.536	1009.902	-0.295	9.670	735.458	902.323	0.206	9.399	725.082	628.601	-0.008	8.719	420.220	422.556	0.418	12.784	8152.348	6101.719
b0074	leuA	1.050	10.549	2155.789	1041.177	-0.716	11.679	2558.354	4202.406	-1.146	12.607	4193.677	9280.585	-0.759	12.253	3752.145	6349.820	-0.213	9.416	634.510	735.458	-0.099	11.386	2585.988	2769.673	-0.607	9.591	624.908	951.790	-0.505	9.516	614.598	872.191	-0.131	9.295	600.283	657.342	-0.154	8.695	392.895	437.155	-0.782	10.568	1157.663	1990.617
b0075	leuL	-0.516	11.510	2438.875	3487.554	0.377	12.011	4703.438	3621.822	1.191	12.756	10452.062	4577.994	1.049	12.626	9092.744	4394.551	0.335	9.223	671.154	532.080	0.956	10.806	2493.575	1285.399	0.813	9.501	960.406	546.660	0.117	9.745	893.609	824.000	0.240	9.229	652.123	552.182	0.243	9.375	722.323	610.353	0.068	10.176	1184.449	1129.916
b0076	leuO	0.942	10.868	2590.473	1348.369	-0.484	11.323	2166.274	3029.786	-0.938	12.233	3477.898	6663.202	-0.800	12.175	3504.517	6101.719	-0.456	9.898	814.629	1117.454	-0.148	11.031	1987.859	2202.613	-0.430	9.296	541.568	729.619	-0.441	9.363	565.154	767.222	-0.144	8.843	436.852	482.706	-0.098	8.340	313.213	335.228	0.206	9.872	1006.408	872.493
b0077	ilvI	1.178	11.982	6084.825	2689.272	-1.178	12.252	3242.745	7337.129	-1.713	13.542	6587.430	21596.352	-1.626	13.460	6413.962	19797.080	-0.336	10.479	1270.341	1603.490	-0.081	11.652	3129.030	3309.735	-1.427	10.266	750.912	2019.105	-1.222	10.250	797.312	1859.888	0.137	10.281	1304.698	1186.503	0.535	9.043	634.950	438.217	-0.058	10.563	1482.689	1543.511
b0078	ilvH	0.446	11.330	3004.689	2205.668	-0.217	11.826	3367.588	3914.195	-0.879	12.500	4271.420	7855.569	-0.387	12.527	5161.233	6749.196	-0.051	10.432	1357.278	1406.116	-0.219	11.158	2118.019	2465.219	-0.471	9.208	502.333	696.269	-0.350	9.664	718.578	915.871	0.078	9.686	846.285	801.745	-0.074	8.835	445.104	468.531	-0.653	10.204	940.641	1479.096
b0079	b0079	-0.985	11.474	2021.906	4001.985	0.477	11.675	3857.633	2771.594	1.530	11.934	6649.361	2302.523	0.473	12.865	8789.102	6332.239	0.352	10.419	1546.724	1211.854	0.424	11.066	2483.226	1850.886	-0.063	9.218	582.656	608.663	0.824	9.482	951.461	537.455	0.235	10.859	2014.910	1712.039	-0.149	8.468	336.276	372.863	-0.473	12.328	4364.195	6057.472
b0080	fruR	-1.417	10.636	973.812	2600.368	0.092	12.869	7723.291	7246.155	2.276	11.019	4566.902	942.926	0.292	9.949	1093.699	893.299	1.059	9.728	1224.095	587.522	1.077	11.383	3879.083	1838.738	0.898	9.986	1384.357	742.888	1.004	9.465	1000.843	499.036	-0.286	9.962	903.262	1101.306	-0.520	9.599	647.618	928.656	-0.636	12.707	5363.652	8335.194
b0081	mraZ	-0.185	12.434	5189.932	5900.003	0.517	12.540	7124.139	4978.516	0.894	13.429	15034.612	8090.426	0.406	13.478	13133.829	9912.272	0.177	10.529	1571.035	1389.644	-0.180	11.637	2992.219	3389.837	1.212	10.570	2313.722	998.764	0.821	10.249	1617.444	915.553	-0.328	11.164	2048.000	2570.797	0.330	10.720	1891.087	1504.429	-0.507	12.481	4795.615	6815.010
b0082	rsmH	-0.946	11.755	2490.121	4797.277	0.936	11.997	5653.780	2955.118	0.257	13.419	11973.024	10019.341	0.326	13.287	11190.602	8927.249	0.215	10.618	1693.157	1458.733	0.219	11.276	2675.328	2298.537	0.615	9.417	845.992	552.373	0.682	10.037	1330.728	829.444	0.063	11.431	2821.996	2701.416	0.205	10.472	1524.901	1322.911	0.031	12.177	4680.672	4581.169
b0083	ftsL	-0.049	12.235	4739.437	4903.173	-0.632	12.852	5938.982	9203.711	1.336	12.866	11861.510	4698.550	0.839	12.495	7720.615	4316.062	0.317	10.047	1180.760	947.840	-0.192	11.329	2406.966	2749.588	0.744	9.756	1119.004	668.137	0.260	10.053	1162.488	970.780	-0.459	11.652	2744.828	3773.009	0.453	10.184	1361.046	994.274	0.058	12.460	5748.620	5522.095
b0084	ftsI	-0.561	11.917	3183.725	4696.922	0.552	12.299	6101.719	4161.823	-0.329	13.569	10843.178	13620.575	0.520	13.359	12581.358	8773.885	0.635	10.708	2084.521	1342.308	0.609	11.535	3664.752	2402.799	0.709	10.219	1523.845	932.203	0.545	10.268	1489.384	1020.811	-0.151	11.228	2276.339	2527.508	0.083	9.778	903.575	853.058	0.326	12.471	6356.426	5070.808
b0085	murE	-0.492	12.111	3730.104	5245.992	0.535	12.323	6167.628	4256.642	-0.183	13.632	11915.072	13526.491	0.177	13.466	12031.259	10642.135	0.587	10.538	1822.243	1213.114	0.230	11.579	3313.178	2824.931	0.170	10.226	1270.341	1129.133	0.188	10.202	1257.201	1103.599	-0.031	11.634	3144.250	3212.543	0.207	10.202	1265.507	1096.356	0.457	12.161	5365.512	3908.773
b0086	murF	-0.653	11.906	3060.390	4812.264	1.075	11.873	5444.184	2584.196	-0.312	13.759	12442.597	15446.582	0.031	13.403	10948.913	10716.157	0.400	10.030	1200.983	910.175	0.292	11.364	2916.455	2382.070	0.209	9.839	984.672	851.876	0.302	9.838	1016.222	824.285	0.245	10.776	1908.866	1610.731	0.309	10.404	1508.083	1217.326	0.151	11.995	4301.130	3873.709
b0087	mraY	-0.281	10.709	1518.572	1845.121	0.326	11.380	2983.934	2380.419	0.844	12.425	7367.707	4104.526	0.543	11.965	4825.625	3312.030	0.539	10.226	1443.645	993.585	0.372	11.074	2452.436	1895.023	0.207	8.977	541.381	469.018	-0.082	8.947	479.704	507.759	0.139	10.738	1792.180	1627.566	0.041	9.973	1019.397	990.834	0.049	11.592	3139.894	3035.040
b0088	murD	-0.615	11.699	2686.477	4114.496	0.713	11.305	3239.376	1976.182	0.039	13.414	11063.345	10768.278	0.446	12.946	9210.093	6760.902	0.412	9.994	1176.267	884.060	0.314	11.310	2830.812	2277.129	0.162	9.362	696.027	622.099	0.149	9.645	843.065	760.340	0.172	11.052	2253.575	2000.299	0.187	9.899	1018.690	894.849	0.108	11.853	3840.291	3563.304
b0089	ftsW	-0.500	11.985	3408.686	4820.610	1.122	11.826	5356.222	2460.951	1.435	12.799	11718.498	4334.050	1.259	12.919	11981.326	5006.199	1.413	10.105	1797.156	674.886	1.524	10.850	3130.115	1088.405	0.429	10.129	1299.283	965.077	1.178	9.785	1327.044	586.505	0.158	10.888	2001.686	1794.045	0.133	9.987	1062.686	969.099	0.052	12.170	4692.041	4525.935
b0090	murG	-0.551	11.299	2081.633	3049.802	0.027	12.198	4742.723	4654.789	0.240	12.854	8045.688	6812.648	0.495	12.526	7001.751	4968.174	0.792	9.496	950.142	548.748	0.079	11.501	2978.768	2820.040	0.178	9.657	858.694	759.023	0.142	9.623	828.295	750.652	0.192	10.911	2057.961	1801.521	0.198	9.712	898.267	783.071	0.288	11.967	4423.584	3623.078
